,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
5696,0.2405187769685983,285749,68728
5697,0.23642322967589235,322794,76316
5698,0.2325273067172583,360534,83834
5699,0.2295671570716058,398990,91595
5700,0.22774541433440873,438595,99888
5701,0.22661213576362352,480217,108823
5702,0.2261137445278448,524245,118539
5703,0.2267067840028615,570327,129297
5704,0.22765155987429786,618287,140754
5705,0.23104884192827485,661358,152806
5706,0.2327203996599237,711605,165605
5707,0.23536331090916243,762570,179481
5708,0.23889831206865378,813007,194226
5709,0.24161532720504725,862884,208486
5710,0.24361382212937763,910482,221806
5711,0.2448948607794008,955067,233891
5712,0.3123214350294745,27651,8636
5713,0.3088593021744378,53853,16633
5714,0.30957852471021996,79198,24518
5715,0.29050561089396043,111034,32256
5716,0.28044301096333196,142931,40084
5717,0.27398382773867175,175733,48148
5718,0.27015510643217455,211919,57251
5719,0.26606613116241357,249111,66280
5720,0.25979012656810035,285696,74221
5721,0.2532340672685992,321963,81532
5722,0.2480004683462082,358709,88960
5723,0.2474940657330257,391371,96862
5724,0.24731369679945323,425771,105299
5725,0.24763500495728938,461946,114394
5726,0.24843715951868311,500211,124271
5727,0.24959777829206203,540125,134814
5728,0.25097797135640115,581561,145959
5729,0.2526839243388948,623993,157673
5730,0.253162393416455,672829,170335
5731,0.25477078367371797,722418,184051
5732,0.2601433918968123,763502,198620
5733,0.26466888706689445,803759,212730
5734,0.2656578586987059,850707,225997
5735,0.2662516198788627,894357,238124
5736,0.2554524361948956,34480,8808
5737,0.2524497813357053,67455,17029
5738,0.2507197961497176,99681,24992
5739,0.2494354248046875,131072,32694
5740,0.2501075982833462,162642,40678
5741,0.25044849810634134,195653,49001
5742,0.25136048403454186,231719,58245
5743,0.2506956638195292,268808,67389
5744,0.24628095923229953,305119,75145
5745,0.24053428568072083,340492,81900
5746,0.23540496659657714,375710,88444
5747,0.2309245496454332,411065,94925
5748,0.22882409339574755,443275,101432
5749,0.2267971636202002,476946,108170
5750,0.22583893206782096,512467,115735
5751,0.22404668106457717,552858,123866
5752,0.22284407929266423,594456,132471
5753,0.22250415842827104,637260,141793
5754,0.2228447390806958,681820,151940
5755,0.22484247781774416,727834,163648
5756,0.22808434008867026,774104,176561
5757,0.23075620856843948,821083,189470
5758,0.23291530006384215,866199,201751
5759,0.23434506392049362,908707,212951
5760,0.3015015015015015,26640,8032
5761,0.3012335241901395,52046,15678
5762,0.272849923665929,84497,23055
5763,0.2618085527107657,116314,30452
5764,0.2560287982774862,148620,38051
5765,0.25256466462078037,182480,46088
5766,0.2504526883775103,219798,55049
5767,0.247797591594222,258013,63935
5768,0.24168789711684266,294781,71245
5769,0.23467811055179325,331356,77762
5770,0.22829036174356104,368189,84054
5771,0.2230448067433298,405497,90444
5772,0.2192793910346772,443375,97223
5773,0.21627049579969668,481989,104240
5774,0.21621767803400543,517682,111932
5775,0.21652818081865863,554810,120132
5776,0.2156994078689127,598685,129136
5777,0.21541722791575366,644396,138814
5778,0.21554097981709697,692170,149191
5779,0.21709497854731394,741399,160954
5780,0.2201552113723833,790406,174012
5781,0.22274562503946368,839379,186968
5782,0.22477712852687198,886834,199340
5783,0.22624202700352733,931582,210763
5784,0.24978481666379757,34854,8706
5785,0.24570231827569156,68758,16894
5786,0.2627019859051,93509,24565
5787,0.2714416677984517,117808,31978
5788,0.27723385535808553,142075,39388
5789,0.28293449865195275,167279,47329
5790,0.2761826701361286,202529,55935
5791,0.2704332366112611,238484,64494
5792,0.2615488461187631,274075,71684
5793,0.25293967238795584,308963,78149
5794,0.24645880832401504,344305,84857
5795,0.2412270099842354,380600,91811
5796,0.23709819689099354,418333,99186
5797,0.23375696942642823,456996,106826
5798,0.2311985438590147,497754,115080
5799,0.23023869830548643,540096,124351
5800,0.2294239966373747,585257,134272
5801,0.23123813905342458,626004,144756
5802,0.23326121928218782,666999,155585
5803,0.23440128550746692,716293,167900
5804,0.2369341763009562,764284,181085
5805,0.23860680931552192,812064,193764
5806,0.23981829774783858,857887,205737
5807,0.2407347595660257,900975,216896
5808,0.24859431900946832,34325,8533
5809,0.24804317683717741,67073,16637
5810,0.24418146355266748,98951,24162
5811,0.24215799614643546,129750,31420
5812,0.24105370895065967,160234,38625
5813,0.2402898778222536,191115,45923
5814,0.2412030331430519,223003,53789
5815,0.24017217093104923,254863,61211
5816,0.23536386594007738,285902,67291
5817,0.2298192028229402,316266,72684
5818,0.22439865913536156,346642,77786
5819,0.2195786458098902,377687,82932
5820,0.21603527741584178,411368,88870
5821,0.2161369801084991,442400,95619
5822,0.21436886087389295,480219,102944
5823,0.21372882236673704,519593,111052
5824,0.21366893159305358,561902,120061
5825,0.2139521442607791,605570,129563
5826,0.2149096528987578,650934,139892
5827,0.21728647820577981,698465,151767
5828,0.22065257604272226,746028,164613
5829,0.22339585115861155,792414,177022
5830,0.2256761956659425,836814,188849
5831,0.22759724077660623,878798,200012
5832,0.24863387978142076,34038,8463
5833,0.24996612925077902,66429,16605
5834,0.2694810224632068,90370,24353
5835,0.280063807098099,113467,31778
5836,0.28649648430045654,136246,39034
5837,0.2911222885884942,159050,46303
5838,0.2951260762607626,182112,53746
5839,0.29681472124543373,205037,60858
5840,0.29090423926404524,228601,66501
5841,0.28320125093286896,253251,71721
5842,0.2745882361389889,278497,76472
5843,0.2673371148445615,305169,81583
5844,0.2621525123436249,333573,87447
5845,0.2585434866216142,364020,94115
5846,0.2529216606390292,401484,101544
5847,0.24902908881628139,441338,109906
5848,0.2460845618684777,482960,118849
5849,0.24460999705801406,526855,128874
5850,0.24355239302893433,572538,139443
5851,0.24427233551353503,620279,151517
5852,0.2462160810191495,667694,164397
5853,0.24779616157514056,714095,176950
5854,0.24898929782727044,758631,188891
5855,0.2496954522534037,801188,200053
5856,0.24819284217980114,33893,8412
5857,0.280033379883511,58718,16443
5858,0.2676409000764467,90259,24157
5859,0.26281840861344535,121856,32026
5860,0.2602668334375651,153504,39952
5861,0.2583638320775027,185800,48004
5862,0.25707500945765477,219399,56402
5863,0.25570929873584053,252658,64607
5864,0.2514310180846994,284937,71642
5865,0.24645911088014363,317505,78252
5866,0.24193305251301947,351589,85061
5867,0.2380665978316985,387400,92227
5868,0.23567067791227017,425055,100173
5869,0.23679579960010727,458623,108600
5870,0.23783561882074108,494497,117609
5871,0.23662726872516732,538353,127389
5872,0.23872384571287047,577391,137837
5873,0.24131424221318779,617390,148985
5874,0.24181413935041912,665660,160966
5875,0.24370354717319112,714569,174143
5876,0.2462151655598749,762715,187792
5877,0.24829811474934302,810131,201154
5878,0.24982658311515116,856318,213931
5879,0.2510114574432267,899939,225895
5880,0.3193877932866819,26723,8535
5881,0.318898618482822,52189,16643
5882,0.31632201270965726,76792,24291
5883,0.29475028692014366,108044,31846
5884,0.2825691087100898,140033,39569
5885,0.27539682081091854,173063,47661
5886,0.2705322094029558,209147,56581
5887,0.2666696384428973,246766,65805
5888,0.2602726229935046,284202,73970
5889,0.2536070428618929,321801,81611
5890,0.24858995660122585,359918,89472
5891,0.24432189573174856,399297,97557
5892,0.24106015317664375,440276,106133
5893,0.23944636534832123,482701,115581
5894,0.2411399307332425,521751,125815
5895,0.2434174257270797,562318,136878
5896,0.2435147265996134,610460,148656
5897,0.24406462059053613,659604,160986
5898,0.2449982524184274,709552,173839
5899,0.2468057241213358,760501,187696
5900,0.2492655720897678,811516,202283
5901,0.2511629901918166,862647,216665
5902,0.25272107910630337,911495,230354
5903,0.253748242603266,957382,242934
5904,0.25742135578201153,36112,9296
5905,0.25678805359400975,70381,18073
5906,0.2572902451535476,103323,26584
5907,0.25793239357908126,135993,35077
5908,0.25961657975886787,168953,43863
5909,0.27141833077316946,195300,53008
5910,0.2811271004647837,223760,62905
5911,0.2784514729416438,261823,72905
5912,0.2732221434590127,299068,81712
5913,0.2669463411731453,336105,89722
5914,0.26138993868703664,374146,97798
5915,0.25719417938123895,413633,106384
5916,0.254409129387966,454795,115704
5917,0.2529011966306352,497898,125919
5918,0.2519900350835815,542704,136756
5919,0.25167484235032395,589757,148427
5920,0.2521730412866096,638391,160985
5921,0.2531307375014378,686819,173855
5922,0.25516512341060044,735026,187553
5923,0.2581555486065464,783485,202261
5924,0.26138888354556994,831776,217417
5925,0.26385016620313007,880549,232333
5926,0.2657244875297283,927566,246477
5927,0.26688776831177796,973308,259764
5928,0.3519086391033097,28371,9984
5929,0.3473173721785534,55468,19265
5930,0.3437047579319314,81506,28014
5931,0.34323506333370696,107052,36744
5932,0.34354233533746215,132726,45597
5933,0.34374745289820996,159495,54826
5934,0.34343386091738054,188406,64705
5935,0.34360691431211376,218619,75119
5936,0.3395450358444471,249690,84781
5937,0.3322944214692675,281705,93609
5938,0.32570305105417957,314842,102545
5939,0.3197887549832745,349168,111660
5940,0.31043833179974606,389066,120781
5941,0.3061910222188804,425584,130310
5942,0.30426975302387843,463891,141148
5943,0.30267267964978545,503577,152419
5944,0.30112233301326125,544669,164012
5945,0.3001167835923315,586555,176035
5946,0.30051092904435106,628463,188860
5947,0.3000060593252276,676643,202997
5948,0.3004470128278048,724364,217633
5949,0.30027302490624075,772457,231948
5950,0.29976549348301385,819167,245558
5951,0.2990443060768145,863561,258243
5952,0.2663070563747765,34111,9084
5953,0.2660394519077368,67069,17843
5954,0.2850530313656521,92681,26419
5955,0.2943586082640695,117666,34636
5956,0.2874449191701378,149326,42923
5957,0.28225832995051947,182294,51454
5958,0.2793627048334029,217921,60879
5959,0.27607576669143985,254307,70208
5960,0.26978724576971835,290288,78316
5961,0.2630072769054002,326375,85839
5962,0.2568247917860133,363088,93250
5963,0.25191481086256245,401084,101039
5964,0.2483223764194184,440057,109276
5965,0.2482760070199775,475785,118126
5966,0.24840460346896476,513352,127519
5967,0.24858546200993936,551947,137206
5968,0.24865250167645514,592023,147208
5969,0.24914860143173964,633076,157730
5970,0.2510733813290952,674504,169350
5971,0.2522382836759167,722987,182365
5972,0.25697250354200557,762280,195885
5973,0.2578718884504468,809685,208795
5974,0.2582325640135131,855171,220833
5975,0.2584648214705362,897863,232066
5976,0.30659530006965574,27277,8363
5977,0.30267665549824946,53126,16080
5978,0.2990778859348749,77973,23320
5979,0.27763950147325267,109282,30341
5980,0.265690466316798,139862,37160
5981,0.2576237079328681,170947,44040
5982,0.2521407714163314,203081,51205
5983,0.2473901256740136,234973,58130
5984,0.23835834453144356,266414,63502
5985,0.22834336033341177,297530,67939
5986,0.21952928756052278,329628,72363
5987,0.21227819410133325,363099,77078
5988,0.2067507476140378,398267,82342
5989,0.20196638458192465,434503,87755
5990,0.1983480015018168,471429,93507
5991,0.19589054007351786,509264,99760
5992,0.1945902786892418,548568,106746
5993,0.19426696891830533,588031,114235
5994,0.19449229853956196,628647,122267
5995,0.19599368174935822,672338,131774
5996,0.1991106257044255,716009,142565
5997,0.20454496908075318,749048,153214
5998,0.20639904625583277,790149,163086
5999,0.2100708880885089,820166,172293
6000,0.22183957088869927,32812,7279
6001,0.21941200904601468,65001,14262
6002,0.24091662380707468,87495,21079
6003,0.2530805513912757,109396,27686
6004,0.26196893558702605,131340,34407
6005,0.2675924959557481,153304,41023
6006,0.27234723574874276,175581,47819
6007,0.27255666671725065,197691,53882
6008,0.2634537788457179,220570,58110
6009,0.2509004439589143,243491,61092
6010,0.23786404124237398,266522,63396
6011,0.22479944252402057,291313,65487
6012,0.21512936329326474,315043,67775
6013,0.20699552943880753,339331,70240
6014,0.20035764927880462,364603,73051
6015,0.19372235458543588,394957,76512
6016,0.18891103266037554,428011,80856
6017,0.18591936006918172,462550,85997
6018,0.18416870489053638,499618,92014
6019,0.18509376164028665,539613,99879
6020,0.18741992588408712,580712,108837
6021,0.18967861378691891,622242,118026
6022,0.19189489378912358,662644,127158
6023,0.19363580807475056,700356,135614
6024,0.28894003213339703,23029,6654
6025,0.29097371538900346,45578,13262
6026,0.2890650418527611,67618,19546
6027,0.2891050366146794,89445,25859
6028,0.27165547455132866,118238,32120
6029,0.2609964757472223,148684,38806
6030,0.2535852517455413,183181,46452
6031,0.24818557711240036,218389,54201
6032,0.24023397863154333,251305,60372
6033,0.23011993106601483,284330,65430
6034,0.22183229833283846,316586,70229
6035,0.2142637865194651,348547,74681
6036,0.20810419909545022,380963,79280
6037,0.20344008774996084,414815,84390
6038,0.20088617313247342,444157,89225
6039,0.1988916191330457,474927,94459
6040,0.19593581386097683,512821,100480
6041,0.19405507631776303,552034,107125
6042,0.19339194564304293,592822,114647
6043,0.1946157030451939,635329,123645
6044,0.19692671359959443,678557,133626
6045,0.1988047941220473,721884,143514
6046,0.2003664793229956,763481,152976
6047,0.2015877802478243,802504,161775
6048,0.22091339190885392,31071,6864
6049,0.24828763978919147,54457,13521
6050,0.257996453212173,77253,19931
6051,0.26382330235309454,99741,26314
6052,0.26813308747939885,122566,32864
6053,0.2717171717171717,146520,39812
6054,0.26210688365955576,181880,47672
6055,0.2558713156432151,217711,55706
6056,0.2461061668768574,251359,61861
6057,0.2346678098678408,284581,66782
6058,0.22554934776252206,318059,71738
6059,0.21810433847563074,351529,76670
6060,0.2112306022562433,383292,80963
6061,0.20515076921593256,414773,85091
6062,0.20137186104375235,442902,89188
6063,0.19628052738038476,476089,93447
6064,0.19220520239689537,511495,98312
6065,0.18964516164371556,547686,103866
6066,0.1883258764219809,585363,110239
6067,0.18911238968070604,625004,118196
6068,0.19144142792860358,666700,127634
6069,0.19357461867267226,709561,137353
6070,0.19545334658308314,750706,146728
6071,0.19707422512958325,789261,155543
6072,0.22230597797587834,30512,6783
6073,0.24676422519865496,53233,13136
6074,0.2604793201885415,75315,19618
6075,0.2682093652573851,97189,26067
6076,0.2582139915087764,126248,32599
6077,0.2512424356192452,157151,39483
6078,0.2454669556699527,191924,47111
6079,0.24174791961580694,226761,54819
6080,0.23589723911667082,260605,61476
6081,0.22917731221257026,293550,67275
6082,0.22305078925097813,326132,72744
6083,0.21836616518747007,359204,78438
6084,0.2142502362473478,392597,84114
6085,0.21362482289061535,420644,89860
6086,0.21387531391735493,449561,96150
6087,0.21141498167357303,484819,102498
6088,0.21214821300243872,516257,109523
6089,0.2110160250758429,555754,117273
6090,0.21074387077779563,597792,125981
6091,0.21305273335464603,641245,136619
6092,0.21626198568141738,684984,148136
6093,0.21919151468938486,729166,159827
6094,0.22170237535018364,771381,171017
6095,0.2264048539655566,801489,181461
6096,0.26229456976816845,32006,8395
6097,0.258538446861286,62892,16260
6098,0.2806929126475311,85321,23949
6099,0.29439791550344313,107460,31636
6100,0.3030597152893326,129816,39342
6101,0.29380646363043683,161055,47319
6102,0.28660840089032286,195884,56142
6103,0.28107591432822393,231208,64987
6104,0.27323618101802877,265631,72580
6105,0.26380534530109184,298580,78767
6106,0.25520333303142834,331230,84531
6107,0.24814154436977096,364550,90460
6108,0.24232737374421154,398853,96653
6109,0.2378018524644393,435312,103518
