i,cluster,kwh_ann_tot,customer_count,util,slap,sector,building_type,care,kwh_bin,kw_bin,poolpump_penetration,hvac_penetration,weather_station,bev_count,bev_work_count,phev_count,phev_work_count,battery_kwh_per_customer,cluster_oldname
107,pge-com-PGF1-com_other-noKW-nonCare-0.9_1.0,"1,323,617,161",3357,pge,PGF1,com,com_other,nonCare,0.9_1.0,noKW,NA,0.334337349,723890,NA,NA,NA,NA,NA,pge-com-PGF1-com_other-noKW-nonCare-0.9_1.0
108,pge-com-PGF1-office-50_200kW-nonCare-0.0_0.25,"15,758,100",166,pge,PGF1,com,office,nonCare,0.0_0.25,50_200kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-50_200kW-nonCare-0.0_0.25
109,pge-com-PGF1-office-50_200kW-nonCare-0.25_0.5,"29,317,430",166,pge,PGF1,com,office,nonCare,0.25_0.5,50_200kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-50_200kW-nonCare-0.25_0.5
110,pge-com-PGF1-office-50_200kW-nonCare-0.5_0.75,"43,846,653",165,pge,PGF1,com,office,nonCare,0.5_0.75,50_200kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-50_200kW-nonCare-0.5_0.75
111,pge-com-PGF1-office-50_200kW-nonCare-0.75_1.0,"84,171,056",166,pge,PGF1,com,office,nonCare,0.75_1.0,50_200kW,NA,0.666666667,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-50_200kW-nonCare-0.75_1.0
112,pge-com-PGF1-office-lt50kW-nonCare-0.0_0.1,"723,948",1589,pge,PGF1,com,office,nonCare,0.0_0.1,<50kW,NA,0.7,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.0_0.1
113,pge-com-PGF1-office-lt50kW-nonCare-0.1_0.2,3793333.02,1588,pge,PGF1,com,office,nonCare,0.1_0.2,<50kW,NA,0.75,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.1_0.2
114,pge-com-PGF1-office-lt50kW-nonCare-0.2_0.3,6412777.793,1588,pge,PGF1,com,office,nonCare,0.2_0.3,<50kW,NA,0.432098765,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.2_0.3
115,pge-com-PGF1-office-lt50kW-nonCare-0.3_0.4,8665803.476,1588,pge,PGF1,com,office,nonCare,0.3_0.4,<50kW,NA,0.565789474,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.3_0.4
116,pge-com-PGF1-office-lt50kW-nonCare-0.4_0.5,11285917.38,1589,pge,PGF1,com,office,nonCare,0.4_0.5,<50kW,NA,0.714285714,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.4_0.5
117,pge-com-PGF1-office-lt50kW-nonCare-0.5_0.6,15707751.4,1588,pge,PGF1,com,office,nonCare,0.5_0.6,<50kW,NA,0.868686869,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.5_0.6
118,pge-com-PGF1-office-lt50kW-nonCare-0.6_0.7,23088769.44,1588,pge,PGF1,com,office,nonCare,0.6_0.7,<50kW,NA,0.969387755,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.6_0.7
119,pge-com-PGF1-office-lt50kW-nonCare-0.7_0.8,33999901.11,1588,pge,PGF1,com,office,nonCare,0.7_0.8,<50kW,NA,0.963414634,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.7_0.8
120,pge-com-PGF1-office-lt50kW-nonCare-0.8_0.9,56117544.43,1588,pge,PGF1,com,office,nonCare,0.8_0.9,<50kW,NA,0.97260274,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.8_0.9
121,pge-com-PGF1-office-lt50kW-nonCare-0.9_1.0,139086825.4,1589,pge,PGF1,com,office,nonCare,0.9_1.0,<50kW,NA,0.884615385,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office-<50kW-nonCare-0.9_1.0
122,pge-com-PGF1-office-gt200kW-nonCare-0.0_0.2,18990211.73,28,pge,PGF1,com,office,nonCare,0.0_0.2,>200kW,NA,0.058823529,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office->200kW-nonCare-0.0_0.2
123,pge-com-PGF1-office-gt200kW-nonCare-0.2_0.4,26999446.64,27,pge,PGF1,com,office,nonCare,0.2_0.4,>200kW,NA,0.071428571,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office->200kW-nonCare-0.2_0.4
124,pge-com-PGF1-office-gt200kW-nonCare-0.4_0.6,35963411.91,27,pge,PGF1,com,office,nonCare,0.4_0.6,>200kW,NA,0.066666667,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office->200kW-nonCare-0.4_0.6
125,pge-com-PGF1-office-gt200kW-nonCare-0.6_0.8,50960399.97,27,pge,PGF1,com,office,nonCare,0.6_0.8,>200kW,NA,0.157894737,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office->200kW-nonCare-0.6_0.8
126,pge-com-PGF1-office-gt200kW-nonCare-0.8_1.0,174511972.2,27,pge,PGF1,com,office,nonCare,0.8_1.0,>200kW,NA,0.5,723890,NA,NA,NA,NA,NA,pge-com-PGF1-office->200kW-nonCare-0.8_1.0
127,pge-com-PGF1-ref_wh-lt50kW-nonCare-0.0_1.0,2090669.289,68,pge,PGF1,com,ref_wh,nonCare,0.0_1.0,<50kW,NA,0,723890,NA,NA,NA,NA,NA,pge-com-PGF1-ref_wh-<50kW-nonCare-0.0_1.0
128,pge-com-PGF1-ref_wh-gt200kW-nonCare-0.0_1.0,131180359.1,72,pge,PGF1,com,ref_wh,nonCare,0.0_1.0,>200kW,NA,0.142857143,723890,NA,NA,NA,NA,NA,pge-com-PGF1-ref_wh->200kW-nonCare-0.0_1.0
129,pge-com-PGF1-retail-50_200kW-nonCare-0.0_0.2,20626516.97,158,pge,PGF1,com,retail,nonCare,0.0_0.2,50_200kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-50_200kW-nonCare-0.0_0.2
130,pge-com-PGF1-retail-50_200kW-nonCare-0.2_0.4,36643757.86,158,pge,PGF1,com,retail,nonCare,0.2_0.4,50_200kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-50_200kW-nonCare-0.2_0.4
131,pge-com-PGF1-retail-50_200kW-nonCare-0.4_0.6,48736422.74,158,pge,PGF1,com,retail,nonCare,0.4_0.6,50_200kW,NA,0.818181818,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-50_200kW-nonCare-0.4_0.6
132,pge-com-PGF1-retail-50_200kW-nonCare-0.6_0.8,63290536.33,158,pge,PGF1,com,retail,nonCare,0.6_0.8,50_200kW,NA,0.875,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-50_200kW-nonCare-0.6_0.8
133,pge-com-PGF1-retail-50_200kW-nonCare-0.8_1.0,93232293.7,158,pge,PGF1,com,retail,nonCare,0.8_1.0,50_200kW,NA,0.888888889,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-50_200kW-nonCare-0.8_1.0
134,pge-com-PGF1-retail-lt50kW-nonCare-0.0_0.1,750267.2517,648,pge,PGF1,com,retail,nonCare,0.0_0.1,<50kW,NA,0.607142857,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.0_0.1
135,pge-com-PGF1-retail-lt50kW-nonCare-0.1_0.2,3098530.547,648,pge,PGF1,com,retail,nonCare,0.1_0.2,<50kW,NA,0.896551724,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.1_0.2
136,pge-com-PGF1-retail-lt50kW-nonCare-0.2_0.3,5427397.408,647,pge,PGF1,com,retail,nonCare,0.2_0.3,<50kW,NA,0.88,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.2_0.3
137,pge-com-PGF1-retail-lt50kW-nonCare-0.3_0.4,8329044.336,648,pge,PGF1,com,retail,nonCare,0.3_0.4,<50kW,NA,1,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.3_0.4
138,pge-com-PGF1-retail-lt50kW-nonCare-0.4_0.5,11710600.95,647,pge,PGF1,com,retail,nonCare,0.4_0.5,<50kW,NA,0.935483871,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.4_0.5
139,pge-com-PGF1-retail-lt50kW-nonCare-0.5_0.6,16814574.23,648,pge,PGF1,com,retail,nonCare,0.5_0.6,<50kW,NA,0.891891892,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.5_0.6
140,pge-com-PGF1-retail-lt50kW-nonCare-0.6_0.7,24126232.88,647,pge,PGF1,com,retail,nonCare,0.6_0.7,<50kW,NA,0.961538462,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.6_0.7
141,pge-com-PGF1-retail-lt50kW-nonCare-0.7_0.8,36247197.76,648,pge,PGF1,com,retail,nonCare,0.7_0.8,<50kW,NA,0.96,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.7_0.8
142,pge-com-PGF1-retail-lt50kW-nonCare-0.8_0.9,56650540.53,647,pge,PGF1,com,retail,nonCare,0.8_0.9,<50kW,NA,0.973684211,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.8_0.9
143,pge-com-PGF1-retail-lt50kW-nonCare-0.9_1.0,102926017.4,648,pge,PGF1,com,retail,nonCare,0.9_1.0,<50kW,NA,0.818181818,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail-<50kW-nonCare-0.9_1.0
144,pge-com-PGF1-retail-gt200kW-nonCare-0.0_0.2,27682599.9,38,pge,PGF1,com,retail,nonCare,0.0_0.2,>200kW,NA,0.173913043,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail->200kW-nonCare-0.0_0.2
145,pge-com-PGF1-retail-gt200kW-nonCare-0.2_0.4,47298458.37,36,pge,PGF1,com,retail,nonCare,0.2_0.4,>200kW,NA,0.043478261,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail->200kW-nonCare-0.2_0.4
146,pge-com-PGF1-retail-gt200kW-nonCare-0.4_0.6,69699454.67,38,pge,PGF1,com,retail,nonCare,0.4_0.6,>200kW,NA,0.12,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail->200kW-nonCare-0.4_0.6
147,pge-com-PGF1-retail-gt200kW-nonCare-0.6_0.8,80732821.93,36,pge,PGF1,com,retail,nonCare,0.6_0.8,>200kW,NA,0,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail->200kW-nonCare-0.6_0.8
148,pge-com-PGF1-retail-gt200kW-nonCare-0.8_1.0,135984903,38,pge,PGF1,com,retail,nonCare,0.8_1.0,>200kW,NA,0.15,723890,NA,NA,NA,NA,NA,pge-com-PGF1-retail->200kW-nonCare-0.8_1.0
149,pge-com-PGFG-com_other-noKW-nonCare-0.0_0.1,239948.0337,1396,pge,PGFG,com,com_other,nonCare,0.0_0.1,noKW,NA,0,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.0_0.1
150,pge-com-PGFG-com_other-noKW-nonCare-0.1_0.2,1481708.291,1396,pge,PGFG,com,com_other,nonCare,0.1_0.2,noKW,NA,0.125,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.1_0.2
151,pge-com-PGFG-com_other-noKW-nonCare-0.2_0.3,3692720.765,1394,pge,PGFG,com,com_other,nonCare,0.2_0.3,noKW,NA,0.2,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.2_0.3
152,pge-com-PGFG-com_other-noKW-nonCare-0.3_0.4,6977950.429,1396,pge,PGFG,com,com_other,nonCare,0.3_0.4,noKW,NA,0.4,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.3_0.4
153,pge-com-PGFG-com_other-noKW-nonCare-0.4_0.5,10223083.91,1396,pge,PGFG,com,com_other,nonCare,0.4_0.5,noKW,NA,0,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.4_0.5
154,pge-com-PGFG-com_other-noKW-nonCare-0.5_0.6,15871476.16,1394,pge,PGFG,com,com_other,nonCare,0.5_0.6,noKW,NA,0.454545455,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.5_0.6
155,pge-com-PGFG-com_other-noKW-nonCare-0.6_0.7,23676094.13,1396,pge,PGFG,com,com_other,nonCare,0.6_0.7,noKW,NA,0.111111111,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.6_0.7
156,pge-com-PGFG-com_other-noKW-nonCare-0.7_0.8,39846849.39,1394,pge,PGFG,com,com_other,nonCare,0.7_0.8,noKW,NA,0.214285714,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.7_0.8
157,pge-com-PGFG-com_other-noKW-nonCare-0.8_0.9,78424740.69,1396,pge,PGFG,com,com_other,nonCare,0.8_0.9,noKW,NA,0.666666667,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.8_0.9
158,pge-com-PGFG-com_other-noKW-nonCare-0.9_1.0,500439067.7,1396,pge,PGFG,com,com_other,nonCare,0.9_1.0,noKW,NA,0.177419355,724957,NA,NA,NA,NA,NA,pge-com-PGFG-com_other-noKW-nonCare-0.9_1.0
159,pge-com-PGFG-office-50_200kW-nonCare-0.0_1.0,60467274.52,202,pge,PGFG,com,office,nonCare,0.0_1.0,50_200kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-50_200kW-nonCare-0.0_1.0
160,pge-com-PGFG-office-lt50kW-nonCare-0.0_0.1,456615.3431,705,pge,PGFG,com,office,nonCare,0.0_0.1,<50kW,NA,0.709677419,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.0_0.1
161,pge-com-PGFG-office-lt50kW-nonCare-0.1_0.2,1644722.816,704,pge,PGFG,com,office,nonCare,0.1_0.2,<50kW,NA,0.958333333,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.1_0.2
162,pge-com-PGFG-office-lt50kW-nonCare-0.2_0.3,2645656.608,705,pge,PGFG,com,office,nonCare,0.2_0.3,<50kW,NA,0.5,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.2_0.3
163,pge-com-PGFG-office-lt50kW-nonCare-0.3_0.4,3537479.198,704,pge,PGFG,com,office,nonCare,0.3_0.4,<50kW,NA,0.566666667,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.3_0.4
164,pge-com-PGFG-office-lt50kW-nonCare-0.4_0.5,4628580.38,705,pge,PGFG,com,office,nonCare,0.4_0.5,<50kW,NA,0.636363636,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.4_0.5
165,pge-com-PGFG-office-lt50kW-nonCare-0.5_0.6,6194042.508,704,pge,PGFG,com,office,nonCare,0.5_0.6,<50kW,NA,0.666666667,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.5_0.6
166,pge-com-PGFG-office-lt50kW-nonCare-0.6_0.7,8913650.309,704,pge,PGFG,com,office,nonCare,0.6_0.7,<50kW,NA,0.771428571,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.6_0.7
167,pge-com-PGFG-office-lt50kW-nonCare-0.7_0.8,13391203.86,705,pge,PGFG,com,office,nonCare,0.7_0.8,<50kW,NA,0.923076923,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.7_0.8
168,pge-com-PGFG-office-lt50kW-nonCare-0.8_0.9,21238570.81,704,pge,PGFG,com,office,nonCare,0.8_0.9,<50kW,NA,0.967741935,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.8_0.9
169,pge-com-PGFG-office-lt50kW-nonCare-0.9_1.0,58230373.14,705,pge,PGFG,com,office,nonCare,0.9_1.0,<50kW,NA,0.837837838,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office-<50kW-nonCare-0.9_1.0
170,pge-com-PGFG-office-gt200kW-nonCare-0.0_1.0,69460259.83,44,pge,PGFG,com,office,nonCare,0.0_1.0,>200kW,NA,0.074074074,724957,NA,NA,NA,NA,NA,pge-com-PGFG-office->200kW-nonCare-0.0_1.0
171,pge-com-PGFG-retail-50_200kW-nonCare-0.0_1.0,70202908.71,193,pge,PGFG,com,retail,nonCare,0.0_1.0,50_200kW,NA,0.666666667,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-50_200kW-nonCare-0.0_1.0
172,pge-com-PGFG-retail-lt50kW-nonCare-0.0_0.1,366957.5721,242,pge,PGFG,com,retail,nonCare,0.0_0.1,<50kW,NA,0.785714286,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.0_0.1
173,pge-com-PGFG-retail-lt50kW-nonCare-0.1_0.2,1142123.784,241,pge,PGFG,com,retail,nonCare,0.1_0.2,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.1_0.2
174,pge-com-PGFG-retail-lt50kW-nonCare-0.2_0.3,2038230.995,242,pge,PGFG,com,retail,nonCare,0.2_0.3,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.2_0.3
175,pge-com-PGFG-retail-lt50kW-nonCare-0.3_0.4,2877807.563,241,pge,PGFG,com,retail,nonCare,0.3_0.4,<50kW,NA,0.846153846,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.3_0.4
176,pge-com-PGFG-retail-lt50kW-nonCare-0.4_0.5,3900026.096,242,pge,PGFG,com,retail,nonCare,0.4_0.5,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.4_0.5
177,pge-com-PGFG-retail-lt50kW-nonCare-0.5_0.6,5267615.857,241,pge,PGFG,com,retail,nonCare,0.5_0.6,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.5_0.6
178,pge-com-PGFG-retail-lt50kW-nonCare-0.6_0.7,7437760.81,241,pge,PGFG,com,retail,nonCare,0.6_0.7,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.6_0.7
179,pge-com-PGFG-retail-lt50kW-nonCare-0.7_0.8,10940894.36,242,pge,PGFG,com,retail,nonCare,0.7_0.8,<50kW,NA,0.944444444,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.7_0.8
180,pge-com-PGFG-retail-lt50kW-nonCare-0.8_0.9,17554386.23,241,pge,PGFG,com,retail,nonCare,0.8_0.9,<50kW,NA,1,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.8_0.9
181,pge-com-PGFG-retail-lt50kW-nonCare-0.9_1.0,34730803.65,242,pge,PGFG,com,retail,nonCare,0.9_1.0,<50kW,NA,0.882352941,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail-<50kW-nonCare-0.9_1.0
182,pge-com-PGFG-retail-gt200kW-nonCare-0.0_0.33,23933454.94,24,pge,PGFG,com,retail,nonCare,0.0_0.33,>200kW,NA,0.133333333,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail->200kW-nonCare-0.0_0.33
183,pge-com-PGFG-retail-gt200kW-nonCare-0.33_0.66,42347266.49,24,pge,PGFG,com,retail,nonCare,0.33_0.66,>200kW,NA,0,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail->200kW-nonCare-0.33_0.66
184,pge-com-PGFG-retail-gt200kW-nonCare-0.66_1.0,66443673.75,26,pge,PGFG,com,retail,nonCare,0.66_1.0,>200kW,NA,0.105263158,724957,NA,NA,NA,NA,NA,pge-com-PGFG-retail->200kW-nonCare-0.66_1.0
185,pge-com-PGHB-com_other-noKW-nonCare-0.0_0.5,4435114.104,2605,pge,PGHB,com,com_other,nonCare,0.0_0.5,noKW,NA,0.333333333,725945,NA,NA,NA,NA,NA,pge-com-PGHB-com_other-noKW-nonCare-0.0_0.5
186,pge-com-PGHB-com_other-noKW-nonCare-0.5_1.0,158271543.5,2605,pge,PGHB,com,com_other,nonCare,0.5_1.0,noKW,NA,0.296296296,725945,NA,NA,NA,NA,NA,pge-com-PGHB-com_other-noKW-nonCare-0.5_1.0
187,pge-com-PGHB-office-50_200kW-nonCare-0.0_1.0,20304343.65,63,pge,PGHB,com,office,nonCare,0.0_1.0,50_200kW,NA,1,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-50_200kW-nonCare-0.0_1.0
188,pge-com-PGHB-office-lt50kW-nonCare-0.0_0.1,118594.2424,221,pge,PGHB,com,office,nonCare,0.0_0.1,<50kW,NA,0.625,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.0_0.1
189,pge-com-PGHB-office-lt50kW-nonCare-0.1_0.2,474813.4369,220,pge,PGHB,com,office,nonCare,0.1_0.2,<50kW,NA,0.636363636,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.1_0.2
190,pge-com-PGHB-office-lt50kW-nonCare-0.2_0.3,740646.4064,232,pge,PGHB,com,office,nonCare,0.2_0.3,<50kW,NA,0.571428571,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.2_0.3
191,pge-com-PGHB-office-lt50kW-nonCare-0.3_0.4,934530.092,210,pge,PGHB,com,office,nonCare,0.3_0.4,<50kW,NA,0.5,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.3_0.4
192,pge-com-PGHB-office-lt50kW-nonCare-0.4_0.5,1479613.126,221,pge,PGHB,com,office,nonCare,0.4_0.5,<50kW,NA,0.222222222,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.4_0.5
193,pge-com-PGHB-office-lt50kW-nonCare-0.5_0.6,1499851.556,220,pge,PGHB,com,office,nonCare,0.5_0.6,<50kW,NA,0.545454545,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.5_0.6
194,pge-com-PGHB-office-lt50kW-nonCare-0.6_0.7,2182946.104,220,pge,PGHB,com,office,nonCare,0.6_0.7,<50kW,NA,0.909090909,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.6_0.7
195,pge-com-PGHB-office-lt50kW-nonCare-0.7_0.8,3371881.373,221,pge,PGHB,com,office,nonCare,0.7_0.8,<50kW,NA,0.666666667,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.7_0.8
196,pge-com-PGHB-office-lt50kW-nonCare-0.8_0.9,6556914.646,220,pge,PGHB,com,office,nonCare,0.8_0.9,<50kW,NA,0.785714286,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.8_0.9
197,pge-com-PGHB-office-lt50kW-nonCare-0.9_1.0,19589883.45,221,pge,PGHB,com,office,nonCare,0.9_1.0,<50kW,NA,0.666666667,725945,NA,NA,NA,NA,NA,pge-com-PGHB-office-<50kW-nonCare-0.9_1.0
198,pge-com-PGHB-retail-50_200kW-nonCare-0.0_0.5,7455874.156,34,pge,PGHB,com,retail,nonCare,0.0_0.5,50_200kW,NA,1,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-50_200kW-nonCare-0.0_0.5
199,pge-com-PGHB-retail-50_200kW-nonCare-0.5_1.0,20172401.48,34,pge,PGHB,com,retail,nonCare,0.5_1.0,50_200kW,NA,0.8,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-50_200kW-nonCare-0.5_1.0
200,pge-com-PGHB-retail-lt50kW-nonCare-0.0_0.2,400714.2736,170,pge,PGHB,com,retail,nonCare,0.0_0.2,<50kW,NA,0.818181818,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-<50kW-nonCare-0.0_0.2
201,pge-com-PGHB-retail-lt50kW-nonCare-0.2_0.4,1224692.888,169,pge,PGHB,com,retail,nonCare,0.2_0.4,<50kW,NA,0.866666667,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-<50kW-nonCare-0.2_0.4
202,pge-com-PGHB-retail-lt50kW-nonCare-0.4_0.6,2391161.295,169,pge,PGHB,com,retail,nonCare,0.4_0.6,<50kW,NA,0.080645161,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-<50kW-nonCare-0.4_0.6
203,pge-com-PGHB-retail-lt50kW-nonCare-0.6_0.8,5740539.932,169,pge,PGHB,com,retail,nonCare,0.6_0.8,<50kW,NA,0.142857143,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-<50kW-nonCare-0.6_0.8
204,pge-com-PGHB-retail-lt50kW-nonCare-0.8_1.0,17337864.2,169,pge,PGHB,com,retail,nonCare,0.8_1.0,<50kW,NA,0.25,725945,NA,NA,NA,NA,NA,pge-com-PGHB-retail-<50kW-nonCare-0.8_1.0
205,pge-com-PGLP-com_other-noKW-nonCare-0.0_0.1,495468.1178,3086,pge,PGLP,com,com_other,nonCare,0.0_0.1,noKW,NA,0.1,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.0_0.1
206,pge-com-PGLP-com_other-noKW-nonCare-0.1_0.2,2907787.232,3086,pge,PGLP,com,com_other,nonCare,0.1_0.2,noKW,NA,0.2,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.1_0.2
207,pge-com-PGLP-com_other-noKW-nonCare-0.2_0.3,7862214.722,3085,pge,PGLP,com,com_other,nonCare,0.2_0.3,noKW,NA,0.31092437,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.2_0.3
208,pge-com-PGLP-com_other-noKW-nonCare-0.3_0.4,14468603.33,3086,pge,PGLP,com,com_other,nonCare,0.3_0.4,noKW,NA,0.289473684,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.3_0.4
209,pge-com-PGLP-com_other-noKW-nonCare-0.4_0.5,23364931.95,3086,pge,PGLP,com,com_other,nonCare,0.4_0.5,noKW,NA,0.438461538,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.4_0.5
210,pge-com-PGLP-com_other-noKW-nonCare-0.5_0.6,35965473.82,3085,pge,PGLP,com,com_other,nonCare,0.5_0.6,noKW,NA,0.511111111,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.5_0.6
211,pge-com-PGLP-com_other-noKW-nonCare-0.6_0.7,56169494.82,3086,pge,PGLP,com,com_other,nonCare,0.6_0.7,noKW,NA,0.421568627,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.6_0.7
212,pge-com-PGLP-com_other-noKW-nonCare-0.7_0.8,93813445.98,3085,pge,PGLP,com,com_other,nonCare,0.7_0.8,noKW,NA,0.483870968,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.7_0.8
213,pge-com-PGLP-com_other-noKW-nonCare-0.8_0.9,182899340.6,3086,pge,PGLP,com,com_other,nonCare,0.8_0.9,noKW,NA,0.685950413,723840,NA,NA,NA,NA,NA,pge-com-PGLP-com_other-noKW-nonCare-0.8_0.9
